id,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1,God's Plan,Drake,100,0.753,0.45399999999999996,7,-9.488,1,0.0963,0.0244,5.6200000000000004e-05,0.498,0.344,77.17
2,Perfect,Ed Sheeran,97,0.599,0.44799999999999995,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05
3,Finesse,Bruno Mars & Cardi B,98,0.7040000000000001,0.8590000000000001,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.9259999999999999,105.115
4,Havana,Camila Cabello Featuring Young Thug,98,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.39399999999999996,104.988
5,Rockstar,Post Malone Featuring 21 Savage,74,0.664,0.585,7,-6.029,0,0.154,0.18899999999999997,0.0,0.132,0.19899999999999998,159.888
6,New Rules,Dua Lipa,96,0.7709999999999999,0.696,9,-6.257999999999999,0,0.0755,0.00256,9.71e-06,0.179,0.6559999999999999,116.054
7,Pray For Me,The Weeknd & Kendrick Lamar,88,0.7340000000000001,0.667,2,-4.996,1,0.0871,0.092,2.12e-05,0.10400000000000001,0.165,100.57799999999999
8,Stir Fry,Migos,89,0.815,0.816,2,-5.474,1,0.26899999999999996,0.00299,0.0,0.159,0.498,181.967
9,Meant To Be,Bebe Rexha & Florida Georgia Line,96,0.643,0.7829999999999999,10,-6.457999999999999,1,0.0856,0.047,0.0,0.083,0.579,154.084
10,Bad At Love,Halsey,85,0.675,0.736,0,-3.6039999999999996,1,0.0302,0.06,0.0,0.0879,0.607,118.369
11,Thunder,Imagine Dragons,87,0.604,0.826,0,-4.803999999999999,1,0.0434,0.00782,0.15,0.154,0.24100000000000002,167.985
12,Let You Down,NF,90,0.6559999999999999,0.721,5,-5.665,0,0.122,0.298,0.0,0.17300000000000001,0.46799999999999997,148.066
13,Love.,Kendrick Lamar Featuring Zacari,90,0.7979999999999999,0.5820000000000001,10,-7.38,1,0.10300000000000001,0.29,0.0,0.153,0.7659999999999999,126.075
14,MotorSport,"Migos, Nicki Minaj & Cardi B",83,0.8959999999999999,0.515,2,-5.395,1,0.183,0.0338,0.0,0.317,0.174,138.016
15,Him & I,G-Eazy & Halsey,93,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.90799999999999
16,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,91,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0117,0.0,0.0853,0.405,175.957
17,Say Something,Justin Timberlake Featuring Chris Stapleton,89,0.7070000000000001,0.632,10,-7.031000000000001,1,0.0789,0.10300000000000001,1.09e-05,0.0841,0.37200000000000005,97.04
18,I Fall Apart,Post Malone,92,0.573,0.5429999999999999,8,-5.357,0,0.0398,0.0777,0.0,0.19899999999999998,0.308,143.916
19,Bodak Yellow (Money Moves),Cardi B,25,0.813,0.574,9,-9.401,1,0.0577,0.0606,0.0,0.428,0.546,124.98200000000001
20,Bartier Cardi,Cardi B Featuring 21 Savage,93,0.909,0.546,8,-7.513,1,0.175,0.000704,0.0008230000000000001,0.36,0.0986,138.043
21,How Long,Charlie Puth,93,0.8490000000000001,0.581,1,-5.242999999999999,0,0.0767,0.18899999999999997,3.61e-06,0.0805,0.779,110.008
22,The Middle,"Zedd, Maren Morris & Grey",89,0.745,0.652,7,-3.0989999999999998,1,0.0604,0.198,0.0,0.133,0.409,106.809
23,Shape Of You,Ed Sheeran,87,0.825,0.652,1,-3.1830000000000003,0,0.0802,0.581,0.0,0.0931,0.9309999999999999,95.977
24,Gummo,6ix9ine,84,0.6890000000000001,0.7609999999999999,1,-4.939,1,0.13,0.0485,0.0,0.136,0.698,78.514
25,Wolves,Selena Gomez X Marshmello,89,0.72,0.807,11,-4.59,0,0.0432,0.129,0.0,0.183,0.305,124.946
26,Feel It Still,Portugal. The Man,93,0.8009999999999999,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028
27,Never Be The Same,Camila Cabello,92,0.643,0.7090000000000001,0,-4.343,1,0.0733,0.145,0.000449,0.115,0.264,129.961
28,Too Good At Goodbyes,Sam Smith,88,0.6609999999999999,0.373,5,-8.249,1,0.0505,0.615,0.0,0.177,0.523,91.5
29,Mine,Bazzi,96,0.716,0.805,4,-3.839,1,0.0856,0.013999999999999999,3.1e-06,0.29100000000000004,0.7190000000000001,142.886
30,Lights Down Low,MAX Featuring gnash,72,0.622,0.5710000000000001,0,-5.337999999999999,0,0.0493,0.0458,0.0,0.122,0.635,81.059
31,All The Stars,Kendrick Lamar & SZA,91,0.7,0.615,8,-5.3870000000000005,1,0.0619,0.0284,0.0133,0.0843,0.449,96.84
32,Sky Walker,Miguel Featuring Travis Scott,90,0.674,0.506,6,-10.532,1,0.0434,0.17300000000000001,0.0,0.0866,0.183,145.965
33,Plain Jane,A$AP Ferg Featuring Nicki Minaj,91,0.797,0.8440000000000001,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142
34,Filthy,Justin Timberlake,87,0.745,0.579,1,-5.771,1,0.138,0.0354,0.0118,0.24600000000000002,0.645,97.00200000000001
35,Young Dumb & Broke,Khalid,94,0.7979999999999999,0.539,1,-6.351,1,0.0421,0.19899999999999998,1.66e-05,0.165,0.39399999999999996,136.94899999999998
36,Gucci Gang,Lil Pump,92,0.9359999999999999,0.523,5,-6.71,1,0.0597,0.239,0.0,0.11699999999999999,0.6990000000000001,119.889
37,Marry Me,Thomas Rhett,82,0.588,0.408,3,-8.662,1,0.0237,0.113,0.0,0.13,0.484,85.008
38,Sorry Not Sorry,Demi Lovato,85,0.7020000000000001,0.635,11,-6.917000000000001,0,0.265,0.0223,0.0,0.28300000000000003,0.873,144.004
39,Outside Today,YoungBoy Never Broke Again,79,0.838,0.6759999999999999,11,-5.521,0,0.0682,0.26,0.0,0.105,0.146,134.054
40,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,87,0.629,0.5720000000000001,5,-7.733,0,0.0387,0.57,0.0,0.192,0.386,100.015
41,I Get The Bag,Gucci Mane Featuring Migos,89,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.94799999999998
42,River,Eminem Featuring Ed Sheeran,89,0.754,0.743,8,-5.794,0,0.495,0.165,0.0,0.0746,0.6609999999999999,90.053
43,Ric Flair Drip,Offset & Metro Boomin,94,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007
44,Lemon,N*E*R*D & Rihanna,81,0.805,0.71,1,-6.642,1,0.309,0.0008810000000000001,2.64e-05,0.358,0.147,190.044
45,End Game,Taylor Swift Featuring Ed Sheeran & Future,85,0.45299999999999996,0.6,2,-6.2170000000000005,1,0.15,0.00806,0.0,0.111,0.154,159.088
46,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,89,0.667,0.726,8,-4.172,1,0.054000000000000006,0.032,0.0,0.0745,0.77,103.001
47,Roll In Peace,Kodak Black Featuring XXXTENTACION,88,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053
48,Walk It Talk It,Migos Featuring Drake,86,0.909,0.628,2,-5.456,1,0.201,0.0739,0.0,0.10800000000000001,0.406,145.905
49,El Farsante,Ozuna & Romeo Santos,83,0.737,0.742,6,-2.875,1,0.0441,0.218,0.0,0.316,0.386,119.96600000000001
50,Narcos,Migos,89,0.9359999999999999,0.588,7,-6.9479999999999995,0,0.136,0.0146,0.0,0.139,0.23800000000000002,124.98700000000001
51,Written In The Sand,Old Dominion,81,0.725,0.43700000000000006,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.759,83.985
52,You Make It Easy,Jason Aldean,79,0.375,0.574,7,-5.305,1,0.0315,0.14300000000000002,0.0,0.11,0.406,132.025
53,Good Old Days,Macklemore Featuring Kesha,86,0.7120000000000001,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.11199999999999999,0.268,122.964
54,Five More Minutes,Scotty McCreery,76,0.517,0.652,7,-6.153,1,0.0323,0.325,0.0,0.109,0.33299999999999996,156.07
55,Wait,Maroon 5,83,0.648,0.603,8,-5.098,1,0.0507,0.0803,0.0,0.11199999999999999,0.488,126.116
56,The Champion,Carrie Underwood Featuring Ludacris,76,0.6659999999999999,0.877,6,-3.275,1,0.19399999999999998,0.0822,0.0,0.128,0.524,91.054
57,Pick It Up,Famous Dex Featuring A$AP Rocky,92,0.9209999999999999,0.467,1,-8.443,1,0.11900000000000001,0.0149,0.00023799999999999998,0.33399999999999996,0.287,135.995
58,Yours,Russell Dickerson,82,0.555,0.722,11,-6.005,1,0.034,0.11900000000000001,0.0,0.0861,0.5589999999999999,134.058
59,Broken Halos,Chris Stapleton,75,0.607,0.575,8,-7.066,1,0.0252,0.133,2.52e-06,0.0566,0.504,78.34100000000001
60,New Freezer,Rich The Kid Featuring Kendrick Lamar,85,0.888,0.664,0,-10.13,1,0.341,0.0424,0.0,0.0734,0.53,140.012
61,Heaven,Kane Brown,81,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.009
62,You Broke Up With Me,Walker Hayes,80,0.846,0.711,0,-7.939,1,0.061,0.496,0.0,0.247,0.883,120.01299999999999
63,This Is Me,Keala Settle & The Greatest Showman Ensemble,92,0.284,0.7040000000000001,2,-7.276,1,0.18600000000000003,0.00583,0.00011499999999999999,0.0424,0.1,191.702
64,Betrayed,Lil Xan,92,0.823,0.419,10,-10.357999999999999,0,0.165,0.41600000000000004,0.0,0.105,0.27699999999999997,119.958
65,One Foot,WALK THE MOON,77,0.581,0.826,0,-4.87,1,0.0357,0.00773,1.56e-06,0.792,0.49200000000000005,100.01799999999999
66,Like I Loved You,Brett Young,79,0.579,0.573,1,-5.9910000000000005,1,0.0292,0.179,0.0,0.083,0.637,76.02
67,Keke,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",84,0.597,0.857,2,-5.7589999999999995,1,0.28,0.0363,0.0,0.40700000000000003,0.493,187.96400000000003
68,Echame La Culpa,Luis Fonsi & Demi Lovato,88,0.726,0.889,0,-3.655,1,0.0429,0.0328,0.0,0.0925,0.649,96.024
69,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",86,0.563,0.7170000000000001,1,-5.186,1,0.337,0.000874,0.0,0.183,0.42700000000000005,82.064
70,Nowadays,Lil Skies Featuring Landon Cube,86,0.745,0.6459999999999999,6,-6.987,0,0.17,0.157,0.0,0.33799999999999997,0.46,79.993
71,Losing Sleep,Chris Young,81,0.584,0.621,1,-5.702999999999999,1,0.0443,0.0715,1.68e-06,0.389,0.634,92.00299999999999
72,Notice Me,Migos Featuring Post Malone,84,0.7959999999999999,0.33799999999999997,5,-9.754,0,0.315,0.10400000000000001,1.12e-06,0.165,0.474,166.0
73,Man Of The Woods,Justin Timberlake,81,0.624,0.452,0,-8.206,1,0.0681,0.315,1.0199999999999999e-05,0.311,0.7240000000000001,199.775
74,All On Me,Devin Dawson,81,0.631,0.6579999999999999,5,-5.313,1,0.0281,0.14400000000000002,0.0,0.22,0.7,80.99600000000001
75,Legends,Kelsea Ballerini,76,0.575,0.728,4,-5.846,1,0.032,0.0558,0.0,0.0909,0.242,112.029
76,No Smoke,YoungBoy Never Broke Again,81,0.6579999999999999,0.736,9,-6.097,0,0.308,0.113,0.0,0.0978,0.804,143.966
77,Red Roses,Lil Skies Featuring Landon Cube,82,0.599,0.818,9,-4.215,0,0.0881,0.7170000000000001,1.4099999999999999e-05,0.228,0.475,140.009
78,Beautiful Trauma,P!nk,83,0.41200000000000003,0.619,7,-6.39,1,0.0725,0.0868,2.55e-06,0.4,0.23399999999999999,95.977
79,Tell Me You Love Me,Demi Lovato,81,0.519,0.5920000000000001,3,-5.45,0,0.0519,0.0236,0.0,0.146,0.244,81.99600000000001
80,Candy Paint,Post Malone,88,0.765,0.688,4,-5.566,1,0.0841,0.633,0.0,0.0734,0.434,90.01299999999999
81,Dura,Daddy Yankee,86,0.7909999999999999,0.848,1,-3.4560000000000004,1,0.0506,0.183,0.0,0.409,0.828,95.0
82,La Modelo,Ozuna x Cardi B,87,0.8220000000000001,0.743,1,-2.0380000000000003,1,0.0451,0.213,0.0103,0.0957,0.78,98.005
83,Diplomatic Immunity,Drake,86,0.664,0.848,9,-5.2139999999999995,0,0.44,0.00468,0.0,0.287,0.5489999999999999,75.22
84,Most People Are Good,Luke Bryan,74,0.5820000000000001,0.728,8,-6.151,1,0.0292,0.174,0.0,0.139,0.537,150.013
85,Rewrite The Stars,Zac Efron & Zendaya,93,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046
86,Codeine Dreaming,Kodak Black Featuring Lil Wayne,91,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007
87,Whatever It Takes,Imagine Dragons,78,0.675,0.662,1,-4.989,1,0.0318,0.0392,0.0,0.128,0.536,134.936
88,IDGAF,Dua Lipa,84,0.836,0.552,7,-5.66,1,0.0851,0.0433,0.0,0.0773,0.525,97.036
89,BBO (Bad Bitches Only),Migos Featuring 21 Savage,84,0.804,0.774,4,-5.79,0,0.0638,0.044000000000000004,1.38e-06,0.217,0.493,161.955
90,Hardaway,Derez De'Shon,68,0.537,0.518,1,-5.987,1,0.188,0.11800000000000001,0.0,0.146,0.42700000000000005,132.52700000000002
91,Mayores,Becky G Featuring Bad Bunny,92,0.743,0.855,5,-3.9760000000000004,0,0.0436,0.141,0.0045,0.099,0.871,96.98899999999999
92,At The Club,Jacquees X Dej Loaf,73,0.795,0.6679999999999999,7,-7.287999999999999,0,0.09300000000000001,0.124,0.0,0.0739,0.37200000000000005,92.029
93,The Long Way,Brett Eldredge,77,0.488,0.637,10,-7.63,1,0.0401,0.265,0.0,0.106,0.23,88.865
94,Singles You Up,Jordan Davis,78,0.489,0.9,7,-3.563,1,0.0488,0.0441,0.0,0.247,0.611,200.054
95,Criminal,Natti Natasha x Ozuna,95,0.8140000000000001,0.813,2,-3.023,0,0.0561,0.03,9.329999999999999e-05,0.255,0.8390000000000001,79.997
96,Corazon,Maluma X Nego do Borel,95,0.871,0.768,4,-5.401,0,0.122,0.28300000000000003,2.25e-05,0.162,0.765,98.98899999999999
97,Sick Boy,The Chainsmokers,95,0.5479999999999999,0.58,11,-7.524,0,0.121,0.10400000000000001,0.0,0.127,0.462,180.06599999999997
98,A Girl Like You,Easton Corbin,72,0.74,0.777,5,-4.405,1,0.0329,0.0178,1.27e-06,0.0665,0.8340000000000001,104.98899999999999
99,Rock,Plies,80,0.758,0.6459999999999999,7,-4.7010000000000005,1,0.11199999999999999,0.128,0.0,0.0778,0.589,155.955
100,Supplies,Justin Timberlake,81,0.7929999999999999,0.5539999999999999,11,-6.624,0,0.0451,0.00695,0.0,0.127,0.225,119.993
101,Believer,Imagine Dragons,85,0.772,0.78,10,-4.288,0,0.10800000000000001,0.0512,0.0,0.11900000000000001,0.7190000000000001,124.988
102,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,87,0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008
103,Supastars,Migos,79,0.7809999999999999,0.6759999999999999,1,-4.387,1,0.0596,0.25,0.0,0.0783,0.32799999999999996,75.944
104,White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",80,0.833,0.58,5,-7.57,0,0.0824,0.0317,0.0,0.272,0.419,142.10399999999998
105,Gang Gang,Migos,92,0.9359999999999999,0.523,5,-6.71,1,0.0597,0.239,0.0,0.11699999999999999,0.6990000000000001,119.889
106,Higher We Go (Intro),Migos,78,0.815,0.551,8,-4.048,1,0.0936,0.0737,0.0,0.21600000000000003,0.168,152.001
107,Auto Pilot,Migos,77,0.924,0.716,11,-5.801,1,0.165,0.0716,0.0,0.201,0.254,129.987
108,Emoji A Chain,Migos,78,0.8909999999999999,0.33299999999999996,1,-8.316,1,0.175,0.0348,0.0,0.126,0.381,139.965
109,Round Here Buzz,Eric Church,73,0.639,0.42700000000000005,2,-9.013,1,0.0336,0.0446,2.3199999999999998e-05,0.107,0.457,76.08
110,Rubbin Off The Paint,YBN Nahmir,86,0.721,0.71,7,-9.294,1,0.295,0.000655,0.0,0.359,0.509,108.024
111,CC,Migos Featuring Gucci Mane,77,0.85,0.723,9,-6.622000000000001,0,0.205,0.23,0.0,0.0876,0.8170000000000001,134.011
112,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",82,0.6990000000000001,0.7,11,-5.704,1,0.0392,0.0109,0.0794,0.152,0.3,102.023
113,MIC Drop,BTS Featuring Desiigner,88,0.613,0.8420000000000001,10,-4.332,0,0.21899999999999997,0.0157,0.0,0.23,0.645,169.917
114,What Lovers Do,Maroon 5 Featuring SZA,87,0.792,0.612,5,-5.212000000000001,0,0.0693,0.0805,3.83e-06,0.0852,0.42,109.959
115,Mi Gente,J Balvin & Willy William Featuring Beyonce,85,0.535,0.6779999999999999,11,-4.906000000000001,0,0.0998,0.0164,1.31e-05,0.128,0.287,102.681
116,Bank Account,21 Savage,92,0.884,0.34600000000000003,8,-8.228,0,0.35100000000000003,0.0151,7.04e-06,0.0871,0.376,75.016
117,Attention,Charlie Puth,92,0.774,0.626,3,-4.4319999999999995,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041
118,Unforgettable,French Montana Featuring Swae Lee,92,0.726,0.769,6,-5.043,1,0.12300000000000001,0.0293,0.0101,0.10400000000000001,0.733,97.985
119,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",81,0.82,0.696,7,-4.918,0,0.182,0.11900000000000001,0.0,0.231,0.617,144.981
120,Greatest Love Story,LANCO,79,0.6709999999999999,0.617,10,-8.72,1,0.0561,0.401,0.0,0.11900000000000001,0.62,147.986
121,No Name,NF,74,0.726,0.789,2,-4.0969999999999995,1,0.134,0.218,0.0,0.237,0.268,130.947
122,Kooda,6ix9ine,81,0.888,0.65,1,-4.497,1,0.33399999999999996,0.157,0.0,0.225,0.17300000000000001,91.22200000000001
123,Ice Tray,Quavo & Lil Yachty,83,0.889,0.494,8,-5.577999999999999,0,0.139,0.0247,0.0,0.12,0.24,129.968
124,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",89,0.41700000000000004,0.8240000000000001,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92
125,Never Enough,Loren Allred,89,0.27699999999999997,0.39399999999999996,8,-8.902999999999999,1,0.0336,0.423,0.0,0.0952,0.22699999999999998,86.777
126,My Dawg,Lil Baby,76,0.9109999999999999,0.643,1,-7.4079999999999995,1,0.11699999999999999,0.0253,0.0,0.10300000000000001,0.605,133.029
127,I'll Name The Dogs,Blake Shelton,76,0.47,0.852,4,-5.874,1,0.0933,0.163,2.04e-06,0.281,0.773,168.063
128,Female,Keith Urban,76,0.562,0.474,8,-8.762,0,0.0351,0.182,9.8e-05,0.114,0.345,84.999
129,The Weekend,SZA,87,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925
130,Silence,Marshmello Featuring Khalid,96,0.52,0.7609999999999999,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.28600000000000003,141.971
131,My My My!,Troye Sivan,83,0.6970000000000001,0.47200000000000003,1,-7.849,1,0.0779,0.0043,9.67e-05,0.044000000000000004,0.49,102.98299999999999
132,Tequila,Dan + Shay,79,0.474,0.594,11,-5.756,1,0.0289,0.0292,0.0,0.133,0.503,86.131
133,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",77,0.743,0.6709999999999999,9,-5.2410000000000005,1,0.122,0.0512,0.0,0.11599999999999999,0.499,163.22899999999998
134,...Ready For It?,Taylor Swift,80,0.616,0.7759999999999999,2,-6.519,1,0.127,0.0609,0.0,0.155,0.45899999999999996,160.053
135,El Bano,Enrique Iglesias Featuring Bad Bunny,92,0.7190000000000001,0.8420000000000001,6,-3.562,0,0.0383,0.132,0.0,0.105,0.534,90.01700000000001
136,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,83,0.63,0.815,2,-4.265,1,0.152,0.222,0.0,0.091,0.813,88.35700000000001
137,That's What I Like,Bruno Mars,90,0.853,0.56,1,-4.961,1,0.0406,0.013000000000000001,0.0,0.0944,0.86,134.066
138,I Could Use A Love Song,Maren Morris,77,0.638,0.634,6,-6.474,1,0.0468,0.214,0.0,0.0866,0.473,92.09700000000001
139,For You (Fifty Shades Freed),Liam Payne & Rita Ora,62,0.524,0.797,2,-4.614,0,0.0335,0.0202,0.0,0.165,0.187,112.936
140,I Miss You,Clean Bandit Featuring Julia Michaels,95,0.638,0.6579999999999999,3,-6.318,1,0.0456,0.245,3.77e-06,0.0919,0.33,105.07600000000001
141,Too Much To Ask,Niall Horan,76,0.509,0.5379999999999999,0,-6.456,1,0.0397,0.381,0.0,0.13,0.17800000000000002,153.711
142,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",79,0.49,0.794,11,-3.8110000000000004,1,0.0738,0.377,0.0,0.0921,0.625,160.031
143,Juice,Yo Gotti,75,0.887,0.568,2,-5.853,1,0.32299999999999995,0.0017100000000000001,1.11e-05,0.0812,0.754,162.03799999999998
144,What About Us,P!nk,83,0.489,0.588,1,-6.1770000000000005,1,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617
145,Look What You Made Me Do,Taylor Swift,82,0.769,0.7090000000000001,9,-6.432,0,0.139,0.18899999999999997,1.7199999999999998e-05,0.133,0.514,128.063
146,Light It Up,Luke Bryan,76,0.602,0.929,6,-2.741,0,0.0839,0.11800000000000001,0.0,0.10300000000000001,0.677,130.024
147,Dusk Till Dawn,Zayn Featuring Sia,94,0.258,0.43700000000000006,11,-6.593,0,0.039,0.10099999999999999,1.27e-06,0.106,0.0967,180.043
148,When We,Tank,75,0.635,0.324,6,-9.51,0,0.0769,0.165,4.18e-06,0.10800000000000001,0.0741,117.863
149,Wanted You,NAV Featuring Lil Uzi Vert,86,0.7929999999999999,0.718,9,-4.966,0,0.0547,0.168,0.0,0.24100000000000002,0.649,146.885
150,F**k Love,XXXTentacion Featuring Trippie Redd,89,0.797,0.5329999999999999,0,-9.74,0,0.0412,0.0172,0.000152,0.10300000000000001,0.32899999999999996,131.036
151,All I Want For Christmas Is You,Mariah Carey,81,0.335,0.625,7,-7.462000000000001,1,0.0386,0.16399999999999998,0.0,0.0708,0.34600000000000003,150.27700000000002
152,Rockin' Around The Christmas Tree,Brenda Lee,66,0.6759999999999999,0.56,8,-6.281000000000001,1,0.0611,0.652,0.0,0.462,0.828,141.285
153,It's The Most Wonderful Time Of The Year,Andy Williams,67,0.24,0.598,7,-8.435,1,0.037000000000000005,0.7659999999999999,0.0,0.11699999999999999,0.7759999999999999,202.082
154,The Christmas Song (Merry Christmas To You),Nat King Cole,63,0.359,0.15,1,-15.745,1,0.040999999999999995,0.8440000000000001,1.15e-06,0.10800000000000001,0.204,139.208
155,A Holly Jolly Christmas,Burl Ives,64,0.665,0.363,0,-12.982999999999999,1,0.0318,0.644,0.0,0.15,0.8240000000000001,140.296
156,The Race,Tay-K,81,0.7659999999999999,0.606,9,-6.064,1,0.456,0.00266,0.0,0.166,0.35200000000000004,160.22299999999998
157,Eye 2 Eye,Huncho Jack Featuring Takeoff,77,0.8109999999999999,0.65,2,-4.41,1,0.128,0.00125,0.0,0.102,0.179,146.028
158,Modern Slavery,Huncho Jack,79,0.737,0.737,4,-3.72,0,0.23800000000000002,0.00158,0.0,0.28,0.5,134.066
159,Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,75,0.43700000000000006,0.687,0,-5.5,1,0.0863,0.11599999999999999,0.000297,0.396,0.299,168.127
160,Black & Chinese,Huncho Jack,78,0.6629999999999999,0.8420000000000001,1,-4.152,1,0.10099999999999999,0.00277,0.000974,0.12300000000000001,0.34600000000000003,159.132
161,Dubai Shit,Huncho Jack Featuring Offset,81,0.767,0.529,5,-4.421,0,0.0495,0.0595,0.0,0.08900000000000001,0.247,138.076
162,Huncho Jack,Huncho Jack,82,0.857,0.642,0,-3.656,1,0.0588,0.00823,0.0,0.106,0.0658,150.06
163,Motorcycle Patches,Huncho Jack,76,0.87,0.6559999999999999,8,-5.081,1,0.11699999999999999,0.0158,0.0,0.106,0.41600000000000004,162.835
164,Saint,Huncho Jack,82,0.857,0.642,0,-3.656,1,0.0588,0.00823,0.0,0.106,0.0658,150.06
165,Walk On Water,Eminem Featuring Beyonce,71,0.49200000000000005,0.7609999999999999,8,-7.041,1,0.0363,0.00011899999999999999,0.0,0.0934,0.395,139.98
166,Last Christmas,Wham!,70,0.735,0.478,2,-12.472000000000001,1,0.0293,0.18899999999999997,2.48e-06,0.355,0.9470000000000001,107.682
167,Feliz Navidad,Jose Feliciano,64,0.512,0.831,2,-9.004,1,0.0383,0.552,0.0,0.336,0.963,148.82
168,Jingle Bell Rock,Bobby Helms,64,0.6609999999999999,0.402,2,-11.954,1,0.0299,0.6759999999999999,0.0,0.0556,0.8220000000000001,119.585
169,Tennessee Rain,Addison Agen,50,0.54,0.23199999999999998,9,-6.952999999999999,1,0.0328,0.909,0.0,0.105,0.259,138.17600000000002
170,Wish I Didn't Love You,Chloe Kohanski,44,0.46799999999999997,0.34299999999999997,10,-5.57,1,0.0355,0.835,0.0,0.11699999999999999,0.326,129.586
171,I Pray,Red Marlow,62,0.382,0.7809999999999999,2,-4.243,1,0.0433,0.054000000000000006,0.0,0.23,0.354,163.815
172,Believe,Eminem,75,0.884,0.483,1,-5.629,0,0.175,0.168,0.0,0.34299999999999997,0.105,130.086
173,Dark Knight Dummo,Trippie Redd Featuring Travis Scott,82,0.379,0.8240000000000001,8,-2.8810000000000002,0,0.0975,0.15,0.0,0.138,0.226,121.056
174,Humble.,Kendrick Lamar,89,0.904,0.611,1,-6.8420000000000005,0,0.0888,0.000259,2.0300000000000002e-05,0.0976,0.4,150.02
175,There's Nothing Holdin' Me Back,Shawn Mendes,82,0.858,0.799,2,-4.034,1,0.0589,0.35700000000000004,0.0,0.091,0.966,121.991
176,Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,81,0.653,0.5770000000000001,1,-9.017999999999999,0,0.11599999999999999,0.016,0.0,0.203,0.196,150.004
177,When It Rains It Pours,Luke Combs,81,0.551,0.8009999999999999,6,-5.069,1,0.0303,0.013000000000000001,6.03e-06,0.265,0.625,128.02700000000002
178,Unforgettable,Thomas Rhett,92,0.726,0.769,6,-5.043,1,0.12300000000000001,0.0293,0.0101,0.10400000000000001,0.733,97.985
179,Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,77,0.48700000000000004,0.435,10,-7.787999999999999,1,0.33899999999999997,0.00707,0.000998,0.17800000000000002,0.0849,172.951
180,Danger,Migos & Marshmello,81,0.8140000000000001,0.743,9,-2.968,1,0.159,0.152,0.0,0.163,0.36700000000000005,107.99600000000001
181,Untouchable,Eminem,72,0.78,0.784,1,-5.039,1,0.18600000000000003,0.0447,0.0,0.122,0.43,85.023
182,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",86,0.782,0.436,2,-7.0329999999999995,1,0.155,0.331,1.3000000000000001e-05,0.342,0.243,82.994
183,Jocelyn Flores,XXXTentacion,91,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.43700000000000006,134.02100000000002
184,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,75,0.7759999999999999,0.589,9,-4.543,0,0.115,0.319,0.0,0.0715,0.6679999999999999,120.03399999999999
185,Congratulations,Post Malone Featuring Quavo,89,0.627,0.812,6,-4.215,1,0.0358,0.198,0.0,0.212,0.504,123.071
